'flickr', 'using_id', 'img_loc', 'the_image', 'img_width', 'img_height', 'crop_coords', 'do_img_at', 'full_id', 'r_min', 'r_max', 'r_mean', 'r_mode', 'g_min', 'g_max', 'g_mean', 'g_mode', 'b_min', 'b_max', 'b_mean', 'b_mode', 'center_rgb', 'post_num_regions', 'post_top_hsl', 'post_top_count', 'post_2_hsl', 'post_2_count', 'post_3_hsl', 'post_3_count', 'post_4_hsl', 'post_4_count', 'post_5_hsl', 'post_5_count', 'post_6_hsl', 'post_6_count', 'center_hsl', 'full_red_count', 'visib_red_count', 'vivid_red_count', 'full_orange_count', 'visib_orange_count', 'vivid_orange_count', 'full_yellow_count', 'visib_yellow_count', 'vivid_yellow_count', 'full_green_count', 'visib_green_count', 'vivid_green_count', 'full_cyan_count', 'visib_cyan_count', 'vivid_cyan_count', 'full_blue_count', 'visib_blue_count', 'vivid_blue_count', 'full_purple_count', 'visib_purple_count', 'vivid_purple_count', 'full_mag_count', 'visib_mag_count', 'vivid_mag_count', 'vivid_count', 'sat_min_val', 'sat_25_val', 'sat_50_val', 'sat_75_val', 'sat_max_val', 'hue_mean_val', 'sat_mean_val', 'light_mean_val', 'light_max_val', 'light_max_count', 'light_min_val', 'light_min_count', 'light_25_value', 'light_50_value', 'light_75_value', 'gen_bright_count', 'gen_dark_count', 'common_hsl_1_val', 'common_hsl_1_count', 'common_hsl_2_val', 'common_hsl_2_count', 'common_hsl_3_val', 'common_hsl_3_count', 'common_hsl_4_val', 'common_hsl_4_count'
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51278877462,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x214F3B04A50>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698546331.2529156,5127887746200,0.0,255.0,118.33762951033545,103848,0.0,255.0,111.12071461023798,120398,0.0,255.0,121.38600235034926,93032,"(66, 61, 72)",277,"(39.000000000000064, 0.26315789473684187, 0.8509803921568627)",1855729,"(250.43478260869566, 0.20353982300884954, 0.22156862745098038)",378039,"(247.05882352941174, 0.31481481481481477, 0.21176470588235297)",210534,"(53.68421052631581, 0.575757575757576, 0.9352941176470588)",172839,"(249.60000000000002, 0.1773049645390071, 0.27647058823529413)",53328,"(232.94117647058826, 0.3669064748201439, 0.27254901960784317)",19669,"[267.2727272727273, 0.0827067669172932, 0.2607843137254902]",187373,37,4,351362,19,1,698602,2,0,321,0,0,16820,166,0,193579,17193,0,1407230,15002,0,296585,5,0,5,0.0,0.10303030303030304,0.2040816326530612,0.32432432432432423,1.0,177.32296258225085,0.23506658942009337,0.4627017276107161,1.0,19666,0.041176470588235294,53,0.2588235294117647,0.3411764705882353,0.7313725490196079,411303,66291,"(252.00000000000003, 0.30973451327433627, 0.2215686274509804)",17197,"(254.21052631578945, 0.3584905660377359, 0.20784313725490194)",16906,"(252.72727272727272, 0.27731092436974786, 0.23333333333333334)",16633,"(253.125, 0.2580645161290323, 0.2431372549019608)",15613
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52617833408,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x26365E8D0D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698546919.068595,5261783340800,46.0,255.0,170.2554475289804,121947,53.0,255.0,162.14083353678384,144966,0.0,255.0,144.52588639435945,143390,"(199, 197, 179)",76,"(60.0, 0.06358381502890183, 0.6607843137254902)",6942759,"(107.99999999999996, 0.07142857142857147, 0.27450980392156865)",36396,"(44.04255319148936, 0.45631067961165045, 0.596078431372549)",9101,"(31.111111111111104, 0.15606936416184983, 0.6607843137254902)",4964,"(50.76923076923081, 1.0, 0.9745098039215686)",4410,"(97.49999999999987, 0.09523809523809526, 0.8352941176470587)",2676,"[54.00000000000003, 0.15151515151515157, 0.7411764705882353]",8842,484,0,1849138,8148,0,4938237,89983,0,269909,0,0,10843,0,0,119,0,0,287,0,0,513,35,0,0,0.0,0.08108108108108104,0.11382113821138212,0.21848739495798314,1.0,46.70563042162249,0.18213737593561094,0.6181269000904572,0.9980392156862745,10922,0.13725490196078433,1,0.5078431372549019,0.5941176470588235,0.7392156862745098,453011,1,"(32.14285714285713, 0.2456140350877195, 0.7764705882352941)",8038,"(41.99999999999997, 0.11235955056179768, 0.6509803921568628)",5519,"(32.14285714285713, 0.25000000000000017, 0.7803921568627451)",5318,"(34.28571428571427, 0.2456140350877195, 0.7764705882352941)",5089
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52977317651,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA14C78A50>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698581523.14953,5297731765109,76.0,247.0,163.4450816039313,37624,59.0,227.0,150.55176931629978,31918,53.0,215.0,143.99671355296545,41792,"(162, 154, 153)",5,"(4.2857142857142705, 0.06730769230769235, 0.592156862745098)",293973,"(8.571428571428594, 0.06730769230769235, 0.40784313725490196)",235207,"(22.500000000000025, 0.29090909090909095, 0.7843137254901961)",202128,"(23.333333333333357, 0.4736842105263153, 0.8509803921568627)",36489,"(20.000000000000007, 0.3043478260869566, 0.5941176470588235)",3857,,0,"[6.666666666666643, 0.04615384615384613, 0.6176470588235294]",316644,0,0,454703,32735,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0.02777777777777781,0.04712041884816766,0.05418719211822661,0.2,0.7681159420289858,17.42251275067843,0.1422447590591221,0.6028172715019028,0.896078431372549,152,0.25686274509803925,6,0.4156862745098039,0.6215686274509804,0.7529411764705882,5038,0,"(21.818181818181838, 0.05314009661835743, 0.40588235294117647)",24311,"(21.818181818181813, 0.05263157894736844, 0.40980392156862744)",22784,"(27.272727272727245, 0.05418719211822661, 0.39803921568627454)",21735,"(6.666666666666643, 0.04812834224598928, 0.6333333333333333)",19069,9
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52471399768,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA6068E710>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698581543.296892,5247139976800,0.0,255.0,177.72923038623952,118446,0.0,255.0,172.27309431853118,89511,0.0,255.0,159.90159070050274,160065,"(157, 131, 92)",1978,"(210.0, 0.33333333333333254, 0.9764705882352941)",711258,"(30.61224489795918, 0.2648648648648648, 0.6372549019607843)",331976,"(45.882352941176435, 0.07906976744186058, 0.5784313725490196)",272180,"(42.85714285714285, 0.09012875536480693, 0.5431372549019609)",176078,"(203.4782608695652, 0.23711340206185572, 0.8098039215686275)",153003,"(219.99999999999983, 0.014634146341463431, 0.4019607843137255)",116067,"[35.999999999999986, 0.26104417670682734, 0.4882352941176471]",176093,674,0,1382053,60226,3,4127195,147029,1635,102679,11,0,960974,214522,13396,215478,6097,9,72086,73,0,41330,85,0,15043,0.0,0.09803921568627444,0.17948717948717957,0.3333333333333334,1.0,71.91068690880813,0.26741291429884356,0.6620649558007067,1.0,34673,0.0,1318,0.5137254901960784,0.7156862745098039,0.8333333333333333,1477323,98765,"(219.99999999999997, 0.04225352112676061, 0.2784313725490196)",20760,"(220.00000000000006, 0.04109589041095886, 0.28627450980392155)",18434,"(220.00000000000006, 0.04347826086956516, 0.2705882352941177)",15940,"(219.99999999999997, 0.04000000000000004, 0.29411764705882354)",12279,9
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52471399768,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA6068E710>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698581790.623953,5247139976801,0.0,255.0,182.43497947732115,22834,0.0,255.0,177.30802592611835,15845,0.0,255.0,163.218031381514,20030,"(173, 147, 106)",306,"(199.99999999999997, 0.27272727272727204, 0.9784313725490196)",211611,"(200.86956521739137, 0.24210526315789455, 0.8137254901960784)",41516,"(37.500000000000014, 0.0967741935483871, 0.48627450980392156)",39645,"(205.57377049180326, 0.5041322314049586, 0.7627450980392156)",25487,"(35.99999999999999, 0.18518518518518515, 0.3176470588235294)",13595,"(35.454545454545475, 0.09821428571428574, 0.4392156862745098)",12689,"[36.716417910447745, 0.2900432900432901, 0.5470588235294118]",11927,1,0,89310,479,0,462413,19241,173,10273,0,0,175012,8063,427,7932,99,0,8453,0,0,4560,0,0,600,0.0,0.11475409836065578,0.2,0.3375,1.0,83.39540504653063,0.28932610428253813,0.6777661351858245,1.0,11469,0.0,9,0.4882352941176471,0.7450980392156863,0.888235294117647,272854,12820,"(190.0, 0.12499999999999949, 0.9058823529411765)",1803,"(189.99999999999997, 0.12000000000000002, 0.9019607843137254)",1594,"(189.99999999999997, 0.11111111111111117, 0.8941176470588235)",1078,"(189.99999999999997, 0.10344827586206905, 0.8862745098039215)",1047,1
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52471399768,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA6068E710>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698581817.952704,5247139976802,0.0,255.0,174.7690695039033,15881,0.0,255.0,165.39503525560312,16830,0.0,255.0,148.57607277763788,19824,"(161, 156, 142)",235,"(41.99999999999999, 0.09345794392523371, 0.580392156862745)",157237,"(30.61224489795918, 0.2648648648648648, 0.6372549019607843)",116278,"(46.15384615384618, 0.2280701754385961, 0.888235294117647)",113527,"(36.58536585365854, 0.2455089820359281, 0.32745098039215687)",20733,"(34.99999999999999, 0.14516129032258063, 0.4862745098039216)",12989,"(27.27272727272727, 0.22633744855967078, 0.47647058823529415)",12021,"[44.210526315789515, 0.09178743961352652, 0.5941176470588235]",6164,3,0,215474,493,0,528216,16522,128,165,0,0,37011,27467,2932,4912,1086,0,1041,5,0,1217,0,0,3060,0.0,0.14056224899598393,0.253012048192771,0.32203389830508433,1.0,48.41069955879527,0.28300821863641923,0.6339872902069416,1.0,711,0.0,9,0.49215686274509807,0.6882352941176471,0.7921568627450981,125285,12365,"(27.906976744186036, 0.3093525179856115, 0.7274509803921569)",3122,"(28.636363636363647, 0.31428571428571433, 0.7254901960784313)",2262,"(28.636363636363626, 0.31884057971014484, 0.7294117647058824)",2184,"(29.333333333333336, 0.31034482758620696, 0.7156862745098039)",2153,2
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52471399768,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA6068E710>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698581846.8342564,5247139976803,0.0,255.0,199.8368434028859,27213,0.0,255.0,189.64147851136718,21463,0.0,255.0,179.94587355963876,17598,"(214, 214, 214)",90,"(28.16326530612242, 0.36842105263157904, 0.7392156862745098)",215660,"(37.499999999999865, 0.06451612903225806, 0.7568627450980392)",150339,"(44.00000000000003, 0.2727272727272721, 0.892156862745098)",103920,"(0.0, 0.06306306306306282, 0.7823529411764706)",29310,"(30.00000000000009, 0.06849315068493146, 0.7137254901960783)",26495,"(240.0, 0.02083333333333326, 0.8117647058823529)",24385,"[0.0, 0.0, 0.8392156862745098]",62779,50,0,320580,9737,0,287352,2715,10,2853,0,0,17991,4912,720,21604,206,0,33744,0,0,23737,27,0,730,0.0,0.054545454545454335,0.16666666666666646,0.30275229357798167,1.0,66.77248877816379,0.21305628547984812,0.744218441814596,1.0,4788,0.0,388,0.7058823529411764,0.7666666666666666,0.8549019607843138,206987,8410,"(0.0, 0.0, 1.0)",1795,"(24.32432432432434, 0.2913385826771652, 0.7509803921568627)",1743,"(0.0, 0.0, 0.8784313725490196)",1639,"(27.14285714285713, 0.3, 0.7254901960784315)",1522,3
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52471399768,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA6068E710>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698581869.9030318,5247139976804,0.0,255.0,168.91553735033327,16369,0.0,255.0,167.21626392025004,12343,0.0,255.0,155.40596258852037,20144,"(137, 181, 229)",302,"(186.66666666666666, 0.053892215568862256, 0.6725490196078432)",113936,"(35.55555555555557, 0.12107623318385645, 0.4372549019607843)",62422,"(60.0, 0.05376344086021486, 0.8176470588235294)",53128,"(211.76470588235296, 0.75, 0.7333333333333334)",29126,"(189.99999999999997, 0.05769230769230776, 0.7960784313725491)",16614,"(90.0, 0.051282051282051114, 0.8470588235294118)",15695,"[211.30434782608694, 0.6388888888888888, 0.7176470588235294]",12150,14,0,58569,475,0,484939,28798,384,39442,0,0,185517,44139,3229,8550,1518,4,2813,2,0,1199,0,0,3617,0.0,0.07608695652173916,0.15789473684210528,0.3513513513513512,1.0,86.04515498410845,0.2658692230476554,0.6362928364042346,1.0,363,0.0,245,0.49411764705882355,0.6627450980392158,0.803921568627451,140284,11535,"(192.00000000000028, 0.08474576271186456, 0.884313725490196)",1277,"(60.0, 0.08474576271186456, 0.884313725490196)",1256,"(52.50000000000002, 0.11764705882352938, 0.8666666666666667)",1176,"(90.0, 0.04545454545454525, 0.9137254901960784)",1097,4
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52471399768,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA6068E710>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698581898.6505537,5247139976805,0.0,255.0,163.84046025897206,24906,0.0,255.0,153.37371904159562,11228,0.0,255.0,128.83061223242711,46352,"(155, 127, 74)",441,"(41.7391304347826, 0.11917098445595853, 0.6215686274509804)",101028,"(41.7391304347826, 0.12432432432432435, 0.6372549019607843)",26037,"(211.39534883720933, 0.3467741935483871, 0.48627450980392156)",22547,"(39.99999999999999, 0.3284671532846714, 0.7313725490196079)",17692,"(35.17241379310342, 0.12775330396475776, 0.5549019607843138)",10893,"(212.03883495145632, 0.4071146245059288, 0.49607843137254903)",10816,"[39.25925925925926, 0.35371179039301304, 0.4490196078431372]",6823,21,0,81406,1329,0,681384,49983,733,515,0,0,41559,34095,4073,4942,1416,3,1027,9,0,579,0,0,4809,0.0,0.16438356164383558,0.248780487804878,0.4375,1.0,51.08421107972998,0.35098927621846393,0.5738626481653419,1.0,889,0.0,13,0.4137254901960784,0.5980392156862745,0.7372549019607844,64324,18391,"(41.7391304347826, 0.1782945736434108, 0.7470588235294118)",1521,"(43.636363636363676, 0.1718749999999998, 0.7490196078431373)",1188,"(44.34782608695656, 0.18110236220472417, 0.7509803921568627)",1165,"(44.3478260869565, 0.17557251908396942, 0.7431372549019608)",1098,5
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52471399768,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA6068E710>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698581930.3121786,5247139976806,0.0,255.0,198.43874769825257,23753,0.0,255.0,189.4853758744121,20873,0.0,255.0,177.56027114647804,19790,"(202, 195, 188)",134,"(24.0000000000001, 0.09999999999999991, 0.803921568627451)",50818,"(39.130434782608695, 0.14110429447852763, 0.6803921568627451)",50602,"(39.57446808510638, 0.5280898876404492, 0.8254901960784313)",42347,"(26.756756756756758, 0.4352941176470588, 0.6666666666666667)",32189,"(28.08510638297873, 0.1843137254901961, 0.5)",31587,"(28.421052631578952, 0.1137724550898203, 0.32745098039215687)",30583,"[29.99999999999994, 0.11666666666666646, 0.7647058823529411]",16688,1,0,329982,40493,0,439410,2222,8,367,0,0,2873,1612,342,563,78,0,1404,0,0,2675,0,0,350,0.0,0.0985915492957747,0.12987012987012997,0.18584070796460161,1.0,38.06119385106784,0.20329369144765005,0.7372324432378868,0.996078431372549,418,0.0,108,0.692156862745098,0.7960784313725491,0.8450980392156863,174223,11249,"(36.00000000000007, 0.14285714285714274, 0.8627450980392157)",3055,"(36.00000000000007, 0.15151515151515135, 0.8705882352941177)",2854,"(35.9999999999999, 0.13513513513513506, 0.8549019607843138)",2743,"(30.000000000000107, 0.11764705882352938, 0.8666666666666667)",2686,6
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52471399768,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA6068E710>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698581954.0525577,5247139976807,0.0,255.0,168.59656398488505,13924,0.0,255.0,179.31713091181265,13165,0.0,255.0,185.49572638485498,28734,"(208, 208, 202)",127,"(60.0, 0.03448275862068952, 0.8862745098039215)",239558,"(202.9787234042553, 0.21860465116279063, 0.5784313725490196)",85780,"(180.0, 0.017857142857142856, 0.4392156862745098)",41516,"(79.9999999999999, 0.027777777777777814, 0.5764705882352941)",29258,"(120.0, 0.14285714285714632, 0.9862745098039216)",27080,"(187.99999999999997, 0.5172413793103453, 0.9431372549019608)",24532,"[60.0, 0.06000000000000006, 0.803921568627451]",18334,578,0,56060,521,3,214830,884,7,29881,10,0,398841,65118,50,41019,112,0,9108,48,0,2820,57,0,60,0.0,0.07086614173228344,0.1777777777777778,0.454545454545456,1.0,141.54922019442938,0.2907788548667697,0.6945042015571299,1.0,16074,0.0,363,0.6058823529411765,0.7137254901960784,0.8274509803921568,140405,7288,"(0.0, 0.0, 1.0)",1588,"(180.0, 1.0, 0.9882352941176471)",964,"(206.66666666666666, 1.0, 0.9117647058823529)",836,"(205.11627906976744, 1.0, 0.915686274509804)",741,7
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52471399768,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA6068E710>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698581979.2472808,5247139976808,0.0,255.0,175.11399380065262,13218,0.0,255.0,167.4850241120661,8566,0.0,255.0,149.73594426874737,22511,"(126, 106, 78)",335,"(45.88235294117652, 0.15315315315315312, 0.7823529411764706)",39984,"(33.33333333333332, 0.12162162162162159, 0.7098039215686275)",35778,"(40.97560975609754, 0.45054945054945045, 0.8215686274509804)",33663,"(212.35294117647058, 0.6538461538461539, 0.6941176470588235)",20159,"(60.0, 0.09090909090909059, 0.9352941176470588)",19767,"(35.99999999999998, 0.11450381679389314, 0.7431372549019608)",18987,"[34.99999999999999, 0.23529411764705882, 0.4]",4795,0,0,88629,456,0,637944,24714,186,3078,1,0,43912,29116,1623,14671,1581,2,1697,9,0,519,0,0,1811,0.0,0.1348837209302326,0.2034632034632034,0.35371179039301304,1.0,54.54631932284894,0.29380945483194076,0.6369807208260768,0.9980392156862745,112,0.0,33,0.46862745098039216,0.6823529411764706,0.8215686274509804,158643,10747,"(219.99999999999997, 0.04000000000000004, 0.29411764705882354)",1428,"(220.00000000000006, 0.03896103896103891, 0.3019607843137255)",1267,"(220.00000000000006, 0.04109589041095886, 0.28627450980392155)",1108,"(51.428571428571466, 0.2, 0.9313725490196079)",1074,8
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52471399768,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA6068E710>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698582008.7205155,5247139976809,0.0,255.0,168.2997366695436,25937,0.0,255.0,162.40880887029678,25933,0.0,255.0,152.5372239371532,25089,"(215, 211, 203)",101,"(227.99999999999986, 0.028571428571428633, 0.3431372549019608)",106190,"(36.0, 0.5172413793103444, 0.8294117647058823)",91356,"(38.75000000000001, 0.5714285714285715, 0.8352941176470589)",61644,"(45.0, 0.051282051282051114, 0.8470588235294118)",55052,"(232.5, 0.05063291139240506, 0.30980392156862746)",53801,"(270.0000000000001, 0.01639344262295082, 0.2392156862745098)",49738,"[39.99999999999995, 0.13043478260869582, 0.8196078431372549]",36433,6,0,142043,6243,0,390707,1950,6,16105,0,0,58258,0,0,111285,1,0,12799,0,0,4024,1,0,6,0.0,0.04065040650406501,0.09374999999999967,0.23770491803278693,1.0,80.47878119105164,0.21217606400850145,0.6293733750527328,1.0,185,0.0,150,0.3588235294117647,0.7294117647058824,0.8509803921568627,194318,5960,"(219.99999999999997, 0.04225352112676061, 0.2784313725490196)",19938,"(220.00000000000006, 0.04109589041095886, 0.28627450980392155)",17204,"(220.00000000000006, 0.04347826086956516, 0.2705882352941177)",15520,"(219.99999999999997, 0.04000000000000004, 0.29411764705882354)",10752,9
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52094980855,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA0D2AF790>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698582034.9884233,5209498085500,0.0,255.0,175.5843337730125,745048,0.0,255.0,137.92581614741573,167535,0.0,255.0,135.52432703088832,142847,"(245, 133, 144)",1637,"(17.142857142857075, 0.050359712230215854, 0.7274509803921569)",367977,"(36.666666666666686, 0.5, 0.7176470588235293)",302240,"(35.38461538461539, 0.21081081081081088, 0.6372549019607843)",258769,"(349.6153846153846, 0.9629629629629631, 0.7882352941176471)",234412,"(32.06896551724139, 0.32954545454545453, 0.34509803921568627)",217745,"(31.199999999999996, 0.12690355329949235, 0.3862745098039216)",208520,"[354.1071428571429, 0.8484848484848487, 0.7411764705882353]",2816941,913827,176943,1171662,72104,1258,1723002,170710,7945,77272,15,0,274812,6333,14,522335,8744,3,154101,131,0,337763,50814,9874,196037,0.0,0.14583333333333334,0.2842105263157895,0.6114285714285715,1.0,171.69391205039497,0.3964410593628926,0.5996871139315827,1.0,148094,0.0,228,0.4372549019607843,0.611764705882353,0.7686274509803921,661745,44274,"(0.0, 0.0, 1.0)",118079,"(60.0, 1.0, 0.9980392156862745)",5605,"(38.18181818181817, 0.1235955056179775, 0.17450980392156862)",5376,"(45.00000000000002, 0.15, 0.1568627450980392)",4882,9
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52094980855,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA0D2AF790>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698582335.3173192,5209498085501,0.0,255.0,198.4322881488024,85306,0.0,255.0,178.67454928040735,44518,0.0,255.0,144.72261651166414,17473,"(255, 235, 182)",194,"(36.338028169014095, 0.48965517241379314, 0.7156862745098038)",219037,"(33.442622950819654, 0.3485714285714286, 0.6568627450980392)",81588,"(34.2857142857143, 0.1891891891891893, 0.6372549019607843)",38471,"(38.40000000000002, 0.10548523206751062, 0.5352941176470588)",37888,"(37.142857142857146, 0.6237623762376239, 0.8019607843137255)",32003,"(39.51219512195125, 0.3565217391304348, 0.7745098039215685)",26118,"[43.56164383561642, 1.0, 0.8568627450980393]",27941,4758,911,184326,25665,1012,553831,105063,6917,946,0,0,1164,0,0,3,0,0,114,0,0,1555,0,0,8840,0.0,0.22340425531914895,0.35260115606936415,0.6166666666666665,1.0,39.12424218107389,0.44215404475230813,0.6728535004691333,1.0,25138,0.041176470588235294,20,0.580392156862745,0.6941176470588235,0.7784313725490196,96097,2394,"(0.0, 0.0, 1.0)",13008,"(60.0, 1.0, 0.9980392156862745)",2495,"(60.0, 1.0, 0.996078431372549)",2398,"(300.0, 1.0, 0.9980392156862745)",958,1
