flickr',using_id',img_loc',the_image',img_width',img_height',crop_coords',do_img_at',sub_img,full_id',r_min',r_max',r_mean',r_mode',g_min',g_max',g_mean',g_mode',b_min',b_max',b_mean',b_mode',center_rgb',post_num_regions',post_top_hsl',post_top_count',post_2_hsl',post_2_count',post_3_hsl',post_3_count',post_4_hsl',post_4_count',post_5_hsl',post_5_count',post_6_hsl',post_6_count',center_hsl',full_red_count',visib_red_count',vivid_red_count',full_orange_count',visib_orange_count',vivid_orange_count',full_yellow_count',visib_yellow_count',vivid_yellow_count',full_green_count',visib_green_count',vivid_green_count',full_cyan_count',visib_cyan_count',vivid_cyan_count',full_blue_count',visib_blue_count',vivid_blue_count',full_purple_count',visib_purple_count',vivid_purple_count',full_mag_count',visib_mag_count',vivid_mag_count',vivid_count',sat_min_val',sat_25_val',sat_50_val',sat_75_val',sat_max_val',hue_mean_val',sat_mean_val',light_mean_val',light_max_val',light_max_count',light_min_val',light_min_count',light_25_value',light_50_value',light_75_value',gen_bright_count',gen_dark_count',common_hsl_1_val',common_hsl_1_count',common_hsl_2_val',common_hsl_2_count',common_hsl_3_val',common_hsl_3_count',common_hsl_4_val',common_hsl_4_count'
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52242038807,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA10F54E50>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698571637,9,5224203880709,0,255,173.0948508,22136,0,254,173.6875556,22529,0,255,175.9835509,20374,"(173, 174, 177)",13,"(15.999999999999936, 0.18072289156626511, 0.8372549019607843)",721592,"(0.0, 0.005586592178770929, 0.6490196078431373)",28941,"(220.00000000000006, 0.06666666666666664, 0.7352941176470589)",5778,"(0.0, 0.010989010989011104, 0.6431372549019607)",4422,"(60.0, 0.004184100418410027, 0.5313725490196078)",3440,"(213.33333333333343, 0.03829787234042552, 0.5392156862745099)",1459,"[225.0, 0.02499999999999991, 0.6862745098039216]",63015,1,0,5495,1,0,12826,1,0,5258,0,0,150543,0,0,214168,0,0,283138,0,0,37211,0,0,0,0,0.01224489796,0.02202643172,0.02928870293,1,206.9666212,0.02573433307,0.6841247019,0.9960784314,9,0,28,0.5960784314,0.7058823529,0.7647058824,11903,581,"(0.0, 0.0, 0.8235294117647058)",8268,"(165.0000000000001, 0.01612903225806457, 0.5137254901960784)",6578,"(240.0, 0.011764705882352906, 0.8333333333333334)",6268,"(165.0000000000001, 0.01626016260162607, 0.5176470588235293)",5981
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51175990785,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA295A1FD0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698571664,9,5117599078500,0,255,151.0997074,298612,0,255,151.6160027,398566,0,255,142.9791942,430938,"(130, 129, 127)",1915,"(60.0, 0.009900990099009936, 0.39607843137254906)",1226543,"(47.368421052631575, 0.3015873015873014, 0.7529411764705882)",986818,"(0.0, 0.0, 0.996078431372549)",417970,"(203.99999999999994, 0.06122448979591833, 0.48039215686274506)",236465,"(128.57142857142853, 0.028340080971659933, 0.4843137254901961)",194403,"(64.28571428571426, 0.09459459459459456, 0.2901960784313725)",129712,"[40.0, 0.01185770750988138, 0.503921568627451]",613186,1,0,610211,747,1,3580777,11456,22,593406,70,0,954794,1622,2,441518,413,0,169189,20,0,114807,0,0,25,0,0.03703703704,0.08085106383,0.1607142857,1,91.63819794,0.1525202977,0.5786317525,1,352422,0,4979,0.4156862745,0.568627451,0.7274509804,925892,93455,"(0.0, 0.0, 1.0)",277832,"(180.0, 1.0, 0.996078431372549)",10872,"(180.0, 1.0, 0.9823529411764707)",9478,"(180.0, 1.0, 0.9921568627450981)",8672
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51175990785,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA295A1FD0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698572245,1,5117599078501,0,255,194.475917,281931,0,255,199.1060685,339912,0,255,199.3356146,331377,"(164, 172, 165)",114,"(0.0, 0.0, 0.996078431372549)",348329,"(203.99999999999994, 0.06072874493927122, 0.484313725490196)",190588,"(186.66666666666666, 0.04147465437788017, 0.5745098039215686)",80748,"(172.50000000000003, 0.04081632653061224, 0.615686274509804)",14961,"(192.0000000000001, 0.33333333333333426, 0.9411764705882353)",10722,"(163.63636363636357, 0.04564315352697103, 0.5274509803921569)",5669,"[127.49999999999997, 0.04597701149425288, 0.6588235294117648]",279065,0,0,387,0,0,36368,24,0,75501,4,0,324790,301,0,50003,31,0,3376,0,0,390,0,0,0,0,0,0.04489795918,0.09090909091,1,109.0526088,0.1448452245,0.7742481665,1,337136,0.04117647059,37,0.5274509804,0.862745098,1,390189,713,"(0.0, 0.0, 1.0)",277610,"(180.0, 1.0, 0.996078431372549)",10609,"(180.0, 1.0, 0.9921568627450981)",8229,"(180.0, 1.0, 0.9901960784313726)",6023
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51175990785,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA295A1FD0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698572277,2,5117599078502,0,255,130.4154382,13251,0,255,133.476545,13038,0,255,125.2354432,13418,"(93, 96, 95)",260,"(145.71428571428572, 0.028571428571428584, 0.4803921568627451)",302344,"(42.00000000000005, 0.04310344827586204, 0.5450980392156863)",44562,"(65.7142857142857, 0.08860759493670878, 0.5352941176470588)",34982,"(60.0, 0.07407407407407407, 0.4235294117647059)",32394,"(77.1428571428572, 0.05555555555555558, 0.49411764705882355)",28688,"(60.0, 0.032967032967033, 0.3568627450980392)",20023,"[160.00000000000009, 0.01587301587301589, 0.37058823529411766]",22320,0,0,26276,9,1,345789,1389,4,176294,34,0,170826,109,0,37240,4,0,10612,0,0,4843,0,0,5,0,0.02884615385,0.04958677686,0.09316770186,1,105.7684417,0.09888052084,0.505561443,1,4261,0,748,0.3843137255,0.468627451,0.6117647059,45618,13029,"(120.0, 1.0, 0.041176470588235294)",1118,"(60.0, 0.024390243902439025, 0.32156862745098036)",979,"(60.0, 0.02564102564102564, 0.3058823529411765)",978,"(60.0, 0.026315789473684206, 0.29803921568627456)",951
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51175990785,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA295A1FD0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698572321,3,5117599078503,0,255,161.6694721,13345,0,255,158.5267855,13305,0,254,136.5152938,17623,"(150, 146, 93)",378,"(65.62499999999997, 0.2285714285714285, 0.7254901960784313)",61275,"(60.0, 0.11304347826086955, 0.5490196078431373)",32620,"(54.375000000000014, 0.13333333333333336, 0.5294117647058824)",29534,"(55.99999999999996, 0.15306122448979598, 0.615686274509804)",28278,"(73.33333333333329, 0.06569343065693428, 0.26862745098039215)",24884,"(29.142857142857146, 0.16746411483253582, 0.5901960784313726)",21430,"[55.78947368421051, 0.23456790123456794, 0.4764705882352941]",10549,1,0,120475,437,0,595753,7197,17,41719,0,0,961,0,0,111,0,0,371,0,0,701,0,0,17,0,0.09465020576,0.1451612903,0.2173913043,1,55.34950816,0.2019178048,0.5873921446,0.9980392157,561,0,411,0.4803921569,0.5862745098,0.7098039216,64292,12947,"(120.0, 1.0, 0.041176470588235294)",849,"(60.0, 0.03937007874015751, 0.24901960784313726)",442,"(60.0, 0.029411764705882346, 0.2666666666666667)",432,"(0.0, 1.0, 0.041176470588235294)",429
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51175990785,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA295A1FD0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698572354,4,5117599078504,0,255,163.4790092,9768,0,255,170.6971125,46455,0,255,174.0624235,90030,"(122, 135, 114)",302,"(300.0, 0.004291845493562217, 0.4568627450980392)",150441,"(216.00000000000003, 0.7142857142857145, 0.903921568627451)",57144,"(180.0, 0.7142857142857154, 0.9862745098039216)",55808,"(157.50000000000009, 0.03305785123966942, 0.4745098039215686)",26480,"(213.75, 0.7272727272727275, 0.9137254901960784)",16121,"(198.00000000000006, 0.042016806722689044, 0.4666666666666667)",15136,"[97.14285714285714, 0.08433734939759034, 0.4882352941176471]",33460,0,0,11924,0,0,126571,308,0,73280,23,0,316038,740,0,154862,145,0,46181,3,0,30863,0,0,0,0,0.03448275862,0.1193415638,0.5555555556,1,169.3755488,0.3138427576,0.6638037691,1,9321,0,104,0.4607843137,0.6607843137,0.9,239594,3505,"(180.0, 1.0, 0.9823529411764707)",6937,"(180.0, 1.0, 0.9843137254901961)",4311,"(180.0, 1.0, 0.9803921568627452)",4170,"(180.0, 1.0, 0.9882352941176471)",3131
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51175990785,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA295A1FD0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698572390,5,5117599078505,0,255,113.0319101,14941,0,255,111.2375442,15638,0,255,106.2381614,16037,"(105, 103, 101)",146,"(120.0, 0.005128205128205183, 0.38235294117647056)",401535,"(29.999999999999968, 0.061855670103092786, 0.3803921568627451)",104662,"(30.0, 0.11666666666666674, 0.5294117647058824)",21062,"(39.130434782608695, 0.10043668122270745, 0.5509803921568628)",20860,"(26.66666666666668, 0.038961038961038946, 0.45294117647058824)",18960,"(89.99999999999989, 0.01818181818181818, 0.21568627450980393)",13102,"[30.000000000000107, 0.019417475728155338, 0.403921568627451]",124700,0,0,130493,95,0,326263,281,0,35713,3,0,73836,94,0,55498,7,0,45526,0,0,26206,0,0,0,0,0.01694915254,0.03896103896,0.08421052632,1,87.23550709,0.07576232719,0.4305050769,1,638,0,1968,0.3137254902,0.4039215686,0.5333333333,12861,20963,"(0.0, 0.0, 0.2980392156862745)",3216,"(0.0, 0.0, 0.2823529411764706)",3077,"(0.0, 0.0, 0.2901960784313726)",3076,"(0.0, 0.0, 0.23137254901960785)",3063
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51175990785,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA295A1FD0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698572438,6,5117599078506,0,255,162.8191903,14430,0,255,162.2651689,15154,0,248,143.3542411,17659,"(170, 167, 147)",261,"(70.90909090909088, 0.1374999999999999, 0.6862745098039216)",119039,"(55.55555555555557, 0.14438502673796785, 0.6333333333333333)",93378,"(65.21739130434787, 0.11330049261083745, 0.6019607843137256)",62914,"(70.90909090909085, 0.06358381502890183, 0.6607843137254902)",50042,"(79.99999999999993, 0.0746268656716418, 0.6058823529411764)",42322,"(54.545454545454554, 0.1718749999999998, 0.7490196078431373)",34407,"[52.173913043478294, 0.11917098445595853, 0.6215686274509804]",3766,0,0,19631,20,0,711109,1355,0,56540,0,0,1258,0,0,139,0,0,606,0,0,913,0,0,0,0,0.08212560386,0.1184834123,0.1677852349,1,61.2690292,0.1531080184,0.6032163588,0.9862745098,621,0,283,0.5196078431,0.6254901961,0.7117647059,40571,12893,"(60.0, 1.0, 0.054901960784313725)",800,"(120.0, 1.0, 0.041176470588235294)",522,"(60.0, 0.23636363636363636, 0.10784313725490197)",477,"(60.0, 1.0, 0.041176470588235294)",468
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51175990785,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA295A1FD0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698572471,7,5117599078507,0,255,138.8668194,10028,0,255,138.7787696,10804,0,255,138.5252117,10902,"(76, 76, 90)",248,"(24.0000000000001, 0.022624434389140254, 0.43333333333333335)",280697,"(218.8235294117647, 0.485714285714286, 0.8627450980392157)",65436,"(19.999999999999908, 0.02564102564102567, 0.5411764705882354)",33832,"(240.0, 0.01714285714285708, 0.3431372549019608)",26579,"(42.857142857142804, 0.05785123966942152, 0.5254901960784314)",23679,"(27.272727272727284, 0.06918238993710685, 0.31176470588235294)",11496,"[240.0, 0.0843373493975904, 0.3254901960784314]",71486,0,0,113255,9,0,282760,396,1,18548,6,0,48553,275,2,136508,193,0,55205,16,0,44578,0,0,3,0,0.02793296089,0.05769230769,0.1369863014,1,119.5170047,0.1404029899,0.5438987756,1,501,0,268,0.3803921569,0.5098039216,0.7078431373,81254,7468,"(36.00000000000007, 0.02890173410404622, 0.3392156862745098)",3414,"(48.00000000000004, 0.030303030303030287, 0.32352941176470584)",3374,"(35.9999999999999, 0.02958579881656802, 0.3313725490196079)",3325,"(39.99999999999995, 0.03797468354430384, 0.30980392156862746)",3324
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51175990785,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA295A1FD0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698572509,8,5117599078508,0,255,137.991297,11454,0,255,133.2883086,12298,0,255,119.9567831,13759,"(107, 95, 87)",131,"(48.94736842105262, 0.29687499999999983, 0.7490196078431373)",284747,"(80.00000000000003, 0.06293706293706292, 0.2803921568627451)",127238,"(45.00000000000005, 0.041666666666666664, 0.3764705882352941)",54254,"(33.33333333333332, 0.18881118881118888, 0.7196078431372549)",49918,"(60.0, 0.021582733812949662, 0.27254901960784317)",48346,"(28.96551724137928, 0.1348837209302325, 0.5784313725490196)",22150,"[24.0, 0.10309278350515465, 0.3803921568627451]",66475,0,0,173413,56,0,510278,356,0,7286,0,0,17347,103,0,7129,33,0,7180,1,0,6137,0,0,0,0,0.05418719212,0.1206896552,0.1812080537,1,51.92146239,0.1334864962,0.506350407,1,55,0,1150,0.3137254902,0.5450980392,0.6921568627,11393,18303,"(0.0, 0.0, 0.19607843137254902)",4622,"(0.0, 0.0, 0.16862745098039217)",4415,"(0.0, 0.0, 0.1803921568627451)",4364,"(0.0, 0.0, 0.20784313725490197)",4189
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51175990785,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x1EA295A1FD0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698572542,9,5117599078509,0,255,159.8688065,13541,0,255,159.9609592,13921,0,249,146.2685038,16196,"(154, 152, 141)",117,"(64.99999999999999, 0.09375000000000008, 0.7490196078431373)",317737,"(64.28571428571426, 0.09459459459459456, 0.2901960784313725)",129713,"(50.39999999999996, 0.12437810945273628, 0.6058823529411765)",78479,"(71.99999999999996, 0.05263157894736838, 0.37254901960784315)",24542,"(56.25000000000001, 0.07920792079207921, 0.396078431372549)",21995,"(64.99999999999999, 0.06315789473684211, 0.37254901960784315)",11959,"[50.76923076923079, 0.06046511627906969, 0.5784313725490196]",1365,0,0,14357,121,0,645886,150,0,108525,0,0,1185,0,0,28,0,0,132,0,0,176,0,0,0,0,0.04812834225,0.07692307692,0.1333333333,1,65.05114661,0.1127374769,0.6033364593,0.9882352941,973,0,47,0.5058823529,0.6117647059,0.7176470588,40120,3634,"(70.58823529411764, 0.17894736842105258, 0.18627450980392157)",1000,"(71.25, 0.1568627450980392, 0.2)",910,"(68.0, 0.14018691588785048, 0.20980392156862746)",865,"(69.47368421052632, 0.2183908045977012, 0.17058823529411765)",842
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52243515616,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA136D5FD0>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698572571,9,5224351561600,0,255,158.0228074,338356,0,255,183.4566673,341437,0,255,194.284451,173084,"(102, 107, 111)",579,"(216.7741935483871, 0.5438596491228069, 0.7764705882352941)",2874530,"(144.0000000000001, 0.04098360655737701, 0.5215686274509803)",2799783,"(105.0, 0.06349206349206349, 0.49411764705882355)",77737,"(109.0909090909091, 0.09649122807017542, 0.44705882352941173)",75961,"(45.00000000000005, 0.5, 0.968627450980392)",75560,"(181.71428571428572, 0.15981735159817345, 0.5705882352941176)",73194,"[206.66666666666666, 0.04225352112676054, 0.4176470588235294]",16004,3,0,92323,14,0,404371,8368,41,557427,2354,0,3519519,1228,9,2453355,36324,0,22386,0,0,12503,0,0,50,0,0.1856287425,0.2592592593,0.6,1,179.3693499,0.3793585162,0.6958550281,1,12829,0,66,0.6196078431,0.7137254902,0.7941176471,694242,14747,"(216.3636363636364, 0.5689655172413792, 0.7725490196078432)",55238,"(216.3636363636364, 0.5789473684210524, 0.7764705882352941)",47844,"(217.84615384615384, 0.5555555555555555, 0.7705882352941177)",44220,"(216.3636363636364, 0.5892857142857141, 0.7803921568627451)",30304
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52243515616,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA136D5FD0>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698572835,1,5224351561601,151,215,172.4456409,107476,178,227,197.6756858,68338,219,250,236.4399049,57168,"(170, 196, 236)",1,"(216.7741935483871, 0.5438596491228069, 0.7764705882352941)",769880,,0,,0,,0,,0,,0,"[216.36363636363632, 0.6346153846153848, 0.7960784313725491]",0,0,0,0,0,0,0,0,0,0,0,0,44393,0,0,725487,30,0,0,0,0,0,0,0,0,0.4857142857,0.5826086957,0.6274509804,0.6888888889,0.8571428571,216.3332619,0.6419545623,0.8017363643,0.9098039216,169,0.7254901961,6,0.7803921569,0.7960784314,0.8196078431,41084,0,"(217.84615384615384, 0.5555555555555555, 0.7705882352941177)",19959,"(218.4375, 0.5714285714285713, 0.7803921568627451)",15249,"(215.82089552238807, 0.6146788990825685, 0.7862745098039216)",14827,"(217.5, 0.5614035087719297, 0.7764705882352941)",13456
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52243515616,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA136D5FD0>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698572853,2,5224351561602,0,255,168.1494934,26157,0,255,184.6274031,34401,0,255,184.7838937,91574,"(157, 164, 147)",154,"(111.42857142857146, 0.060869565217391314, 0.7745098039215685)",239116,"(213.68421052631578, 0.802816901408451, 0.8607843137254902)",234968,"(80.62499999999997, 0.13445378151260506, 0.5333333333333333)",28666,"(51.428571428571466, 0.034482758620689676, 0.6019607843137256)",15253,"(110.00000000000003, 0.05357142857142857, 0.4392156862745098)",11504,"(74.99999999999994, 0.04838709677419354, 0.5137254901960784)",10782,"[84.70588235294115, 0.08542713567839207, 0.6098039215686275]",4088,0,0,10406,1,0,140314,4366,24,143251,658,0,392231,24,1,98453,8,0,3204,0,0,1232,0,0,25,0,0.127753304,0.2275862069,0.7777777778,1,155.4910583,0.3655471265,0.6987046318,1,1758,0,14,0.5843137255,0.7215686275,0.8666666667,248521,1869,"(214.44444444444449, 0.8181818181818183, 0.8705882352941177)",7989,"(215.09433962264154, 0.8412698412698413, 0.8764705882352941)",7949,"(214.11764705882354, 0.8360655737704918, 0.8803921568627451)",6523,"(214.90909090909093, 0.8208955223880599, 0.8686274509803922)",5998
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52243515616,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA136D5FD0>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698572885,3,5224351561603,56,255,152.5184118,34598,115,255,184.9572094,32725,102,255,184.7591105,25655,"(152, 189, 190)",5,"(192.35294117647058, 0.2537313432835822, 0.7372549019607844)",615075,"(43.63636363636357, 0.8461538461538468, 0.9745098039215686)",74817,"(181.71428571428572, 0.15981735159817345, 0.5705882352941176)",73194,"(192.0, 0.19553072625698323, 0.6490196078431373)",7248,"(185.58139534883722, 0.1963470319634703, 0.5705882352941176)",559,,0,"[181.57894736842107, 0.22619047619047622, 0.6705882352941177]",113,0,0,53694,0,0,15874,0,0,2623,0,0,698589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1935483871,0.2209302326,0.25,1,167.2282648,0.2621146571,0.6653820857,0.9862745098,8031,0.3490196078,1,0.6058823529,0.6450980392,0.6901960784,61941,0,"(34.28571428571427, 1.0, 0.9725490196078431)",1936,"(31.999999999999993, 1.0, 0.9705882352941176)",1456,"(30.0, 1.0, 0.9686274509803922)",1001,"(176.84210526315792, 0.20652173913043484, 0.6392156862745098)",839
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52243515616,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA136D5FD0>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698572912,4,5224351561604,154,239,172.3390494,128689,179,247,196.7755024,103171,221,255,234.5635986,81823,"(164, 191, 231)",1,"(218.1818181818182, 0.5409836065573769, 0.7607843137254902)",794200,,0,,0,,0,,0,,0,"[215.82089552238807, 0.5826086956521738, 0.7745098039215687]",0,0,0,0,0,0,0,0,0,0,0,0,47849,0,0,746351,97,0,0,0,0,0,0,0,0,0.4728682171,0.5630252101,0.6,0.6530612245,1,216.4857314,0.6165003004,0.7978483293,0.968627451,6607,0.737254902,280,0.7745098039,0.7862745098,0.8117647059,40741,0,"(216.3636363636364, 0.5689655172413792, 0.7725490196078432)",48694,"(216.3636363636364, 0.5789473684210524, 0.7764705882352941)",36211,"(217.84615384615384, 0.5555555555555555, 0.7705882352941177)",23915,"(216.3636363636364, 0.5892857142857141, 0.7803921568627451)",21830
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52243515616,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3072x2304 at 0x1EA136D5FD0>,3072,2304,"[(0, 0, 1013, 760), (0, 760, 1013, 1543), (0, 1543, 1013, 2304), (1013, 0, 2058, 760), (1013, 760, 2058, 1543), (1013, 1543, 2058, 2304), (2058, 0, 3072, 760), (2058, 760, 3072, 1543), (2058, 1543, 3072, 2304)]",1698572931,5,5224351561605,0,255,159.343196,21192,0,255,172.6195738,25484,0,255,168.8032741,38357,"(89, 98, 98)",231,"(164.99999999999991, 0.05042016806722695, 0.5333333333333333)",214269,"(218.82352941176472, 0.7083333333333336, 0.9058823529411765)",171761,"(70.43478260869561, 0.11917098445595853, 0.6215686274509804)",24106,"(69.67741935483873, 0.17127071823204426, 0.6450980392156863)",23286,"(214.28571428571416, 0.3684210526315793, 0.9627450980392156)",17232,"(180.0, 0.09941520467836262, 0.33529411764705885)",14088,"[180.0, 0.04812834224598936, 0.3666666666666667]",7173,0,0,15874,12,0,176417,3220,17,153976,471,0,362757,396,5,82903,15,0,11830,0,0,7305,0,0,22,0,0.08571428571,0.1379310345,0.3111846946,1,145.4408184,0.2751573454,0.6510708571,1,10431,0,33,0.5254901961,0.6450980392,0.837254902,166051,3987,"(214.28571428571428, 0.7567567567567571, 0.8549019607843138)",7543,"(214.13793103448273, 0.7631578947368425, 0.8509803921568628)",5772,"(213.68421052631578, 0.7402597402597406, 0.8490196078431373)",4841,"(214.90909090909093, 0.7534246575342469, 0.8568627450980393)",3979
